hotel_id,name,price,price_in_table,distance,type_room,room_size,hotel_star,sea_view,mountain_view,city_view,room_name,number_of_guests,private_bathroom,private_pool,rooftop_pool,minibar,barbecue,soundproofing,sauna,spa_bath,garden_view,number_of_bedrooms,url
136,Villages BLUE DAY Resort THỦY TIÊN VIP,"VND 8,366,000","VND 8,366,000",5.2 km from centre,Entire villa,288 m²,0,1.0,1.0,1.0,Villa,22,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/villages-ba-vi-resort-thuy-tien-vip.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=19&hapos=136&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165661&all_sr_blocks=1134129001_388835706_22_1_0&highlighted_blocks=1134129001_388835706_22_1_0&matching_block_id=1134129001_388835706_22_1_0&sr_pri_blocks=1134129001_388835706_22_1_0__836600000&from_sustainable_property_sr=1&from=searchresults
137,A11 Long Cung,"VND 6,050,000","VND 6,050,000",5.3 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,30,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,https://www.booking.com/hotel/vn/a11-long-cung.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=20&hapos=137&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165661&all_sr_blocks=1230306901_395019621_30_0_0&highlighted_blocks=1230306901_395019621_30_0_0&matching_block_id=1230306901_395019621_30_0_0&sr_pri_blocks=1230306901_395019621_30_0_0__605000000&from=searchresults
138,Villages HOÀNG MY Checkin Hoa Giấy Bãi Sau,"VND 3,652,560","VND 3,652,560",1.7 km from centre,Entire villa,232 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-hoang-my-checkin-hoa-giay-bai-sau-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=21&hapos=138&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165661&all_sr_blocks=1168061101_389382583_26_0_0&highlighted_blocks=1168061101_389382583_26_0_0&matching_block_id=1168061101_389382583_26_0_0&sr_pri_blocks=1168061101_389382583_26_0_0__365256000&from_sustainable_property_sr=1&from=searchresults
139,Lee Phương Villa - Free Karaoke - Bida - Gần Bãi Sau,"VND 5,625,000","VND 5,625,000",1 km from centre,Entire villa,250 m²,0,0.0,0.0,0.0,Villa,15,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,https://www.booking.com/hotel/vn/lee-phuong-villa-free-karaoke-bida-gan-bai-sau-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=22&hapos=139&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165661&all_sr_blocks=1045642301_380002079_15_0_0&highlighted_blocks=1045642301_380002079_15_0_0&matching_block_id=1045642301_380002079_15_0_0&sr_pri_blocks=1045642301_380002079_15_0_0__562500000&from=searchresults
140,WHITE DAY Villages Gần Biển Long Cung,"VND 6,848,550","VND 6,848,550",5.3 km from centre,Entire villa,234 m²,0,1.0,1.0,1.0,Villa,22,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/white-day-villages-gan-bien-long-cung.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=23&hapos=140&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165661&all_sr_blocks=1172616401_389795364_22_0_0&highlighted_blocks=1172616401_389795364_22_0_0&matching_block_id=1172616401_389795364_22_0_0&sr_pri_blocks=1172616401_389795364_22_0_0__684855000&from_sustainable_property_sr=1&from=searchresults
141,Villages GOLD DAY Resort THỦY TIÊN gần Bãi Tắm,"VND 7,229,025","VND 7,229,025",4.6 km from centre,Entire villa,88 m²,0,1.0,1.0,1.0,Villa,27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/villages-resort-thuy-tien-gan-bai-tam.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=1&hapos=141&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1152126301_388005063_27_0_0&highlighted_blocks=1152126301_388005063_27_0_0&matching_block_id=1152126301_388005063_27_0_0&sr_pri_blocks=1152126301_388005063_27_0_0__722902500&from_sustainable_property_sr=1&from=searchresults
142,WhiteDay Villages 5pn,"VND 6,292,800","VND 6,292,800",5.3 km from centre,Entire villa,243 m²,0,1.0,1.0,1.0,Villa,20,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/whiteday-villages-5pn.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=2&hapos=142&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1179640401_390436768_20_0_0&highlighted_blocks=1179640401_390436768_20_0_0&matching_block_id=1179640401_390436768_20_0_0&sr_pri_blocks=1179640401_390436768_20_0_0__629280000&from_sustainable_property_sr=1&from=searchresults
143,Villages Hồ Bơi GREEN DAY 12 Resort LONG CUNG,"VND 7,209,000","VND 7,209,000",5.3 km from centre,Entire villa,222 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/villages-ho-boi-green-day-12-resort-long-cung.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=3&hapos=143&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1161552801_388839468_26_0_0&highlighted_blocks=1161552801_388839468_26_0_0&matching_block_id=1161552801_388839468_26_0_0&sr_pri_blocks=1161552801_388839468_26_0_0__720900000&from_sustainable_property_sr=1&from=searchresults
144,B1.1 Thùy Dương 5,"VND 4,900,000","VND 4,900,000",5.6 km from centre,Entire villa,1000 m²,0,0.0,0.0,0.0,Villa with Private Pool,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,https://www.booking.com/hotel/vn/b1-1-thuy-duong-5.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=4&hapos=144&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1076749201_387896275_20_0_0&highlighted_blocks=1076749201_387896275_20_0_0&matching_block_id=1076749201_387896275_20_0_0&sr_pri_blocks=1076749201_387896275_20_0_0__490000000&from=searchresults
145,Sunnny Villa Hồ Bơi Sân Vườn Gần Biển - Sân 3 ôTô- Full Giải Trí Free Bida - Karaoke,"VND 4,875,000","VND 4,875,000",1.3 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/sunny-villa-ho-boi-gan-bien-full-giai-tri-bida-karaoke.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=5&hapos=145&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1126580001_385443896_15_0_0&highlighted_blocks=1126580001_385443896_15_0_0&matching_block_id=1126580001_385443896_15_0_0&sr_pri_blocks=1126580001_385443896_15_0_0__487500000&from_sustainable_property_sr=1&from=searchresults
146,Biệt Thự Bãi Sau Free XE TAY GA,"VND 3,652,560","VND 3,652,560",1.4 km from centre,Entire villa,90 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/biet-thu-bai-sau-free-xe-tay-ga.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=6&hapos=146&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1152728301_388062521_25_1_0&highlighted_blocks=1152728301_388062521_25_1_0&matching_block_id=1152728301_388062521_25_1_0&sr_pri_blocks=1152728301_388062521_25_1_0__365256000&from_sustainable_property_sr=1&from=searchresults
147,Biệt thự Hoàng My Bãi Sau Vũng Tàu gần cột cờ,"VND 4,059,450","VND 4,059,450",1.3 km from centre,Entire villa,234 m²,0,1.0,1.0,1.0,Villa,27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/biet-thu-hoang-my-bai-sau-vung-tau-gan-cot-co.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=7&hapos=147&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1180913901_390535652_27_0_0&highlighted_blocks=1180913901_390535652_27_0_0&matching_block_id=1180913901_390535652_27_0_0&sr_pri_blocks=1180913901_390535652_27_0_0__405945000&from_sustainable_property_sr=1&from=searchresults
148,Sunrise Villa Vũng Tàu,"VND 7,500,000","VND 7,500,000",5.6 km from centre,Entire villa,986 m²,0,1.0,0.0,0.0,Villa,16,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/sunrise-villa-vung-tau-vung-tau3.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=8&hapos=148&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=977362301_375793057_16_0_0&highlighted_blocks=977362301_375793057_16_0_0&matching_block_id=977362301_375793057_16_0_0&sr_pri_blocks=977362301_375793057_16_0_0__750000000&from=searchresults
149,Villa 9 Kim Ngân - Bida - Karaoke - Đi Bộ Ra Biển,"VND 6,750,000","VND 6,750,000",1.3 km from centre,Entire villa,400 m²,0,0.0,0.0,0.0,Villa,20,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/villa-9-kim-ngan-di-bo-ra-bien.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=9&hapos=149&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1221002901_394246174_20_0_0&highlighted_blocks=1221002901_394246174_20_0_0&matching_block_id=1221002901_394246174_20_0_0&sr_pri_blocks=1221002901_394246174_20_0_0__675000000&from_sustainable_property_sr=1&from=searchresults
150,Sea Villa Hồ Bơi Gần Biển Bãi Sau - Free Karaoke + Bida,"VND 4,125,000","VND 4,125,000",1.5 km from centre,Entire villa,300 m²,0,0.0,0.0,0.0,Villa,15,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/sea-villa-ho-boi-gan-bien-bai-sau-free-karaoke-bida.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=10&hapos=150&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1118886501_384715451_15_0_0&highlighted_blocks=1118886501_384715451_15_0_0&matching_block_id=1118886501_384715451_15_0_0&sr_pri_blocks=1118886501_384715451_15_0_0__412500000&from_sustainable_property_sr=1&from=searchresults
151,Villa hồ bơi Long Cung 18 phòng ngủ 23 giường,"VND 7,000,000","VND 7,000,000",1.1 km from centre,Entire villa,600 m²,0,0.0,0.0,0.0,Villa with Private Pool,30,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,https://www.booking.com/hotel/vn/bon-villa.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=11&hapos=151&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1072879701_387896277_30_0_0&highlighted_blocks=1072879701_387896277_30_0_0&matching_block_id=1072879701_387896277_30_0_0&sr_pri_blocks=1072879701_387896277_30_0_0__700000000&from=searchresults
152,Villages RESORT GOLD DAY VIP Gần Biển,"VND 7,609,500","VND 7,609,500",5.2 km from centre,Entire villa,67 m²,0,1.0,1.0,1.0,Villa,26,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/villages-resort-thuy-tien-vip-gan-bien.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=12&hapos=152&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1141252201_386971888_26_1_0&highlighted_blocks=1141252201_386971888_26_1_0&matching_block_id=1141252201_386971888_26_1_0&sr_pri_blocks=1141252201_386971888_26_1_0__760950000&from_sustainable_property_sr=1&from=searchresults
153,Văn Cao Villages,"VND 5,100,000","VND 5,100,000",1.4 km from centre,Entire villa,600 m²,0,0.0,0.0,0.0,Villa with Private Pool,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,https://www.booking.com/hotel/vn/van-cao-villages.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=13&hapos=153&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1132712801_387896249_15_0_0&highlighted_blocks=1132712801_387896249_15_0_0&matching_block_id=1132712801_387896249_15_0_0&sr_pri_blocks=1132712801_387896249_15_0_0__510000000&from=searchresults
154,Villages HỒ BƠI WHITE DAY - C5,"VND 7,905,870","VND 7,905,870",0.8 km from centre,Entire villa,234 m²,0,1.0,1.0,1.0,Villa,27,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/villages-ho-boi-white-day-c5-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=14&hapos=154&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1169117001_389480997_27_0_0&highlighted_blocks=1169117001_389480997_27_0_0&matching_block_id=1169117001_389480997_27_0_0&sr_pri_blocks=1169117001_389480997_27_0_0__790587000&from_sustainable_property_sr=1&from=searchresults
155,Sea Villa 14 NH - Đi Bộ 200 Met Ra Biển - Full Giải Trí Bida + Karaoke,"VND 5,625,000","VND 5,625,000",1.9 km from centre,Entire villa,350 m²,0,0.0,0.0,0.0,Villa,15,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/sea-villa-14-nh-di-bo-200-met-ra-bien-full-giai-tri-bida-karaoke.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=15&hapos=155&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1125713601_385260218_15_0_0&highlighted_blocks=1125713601_385260218_15_0_0&matching_block_id=1125713601_385260218_15_0_0&sr_pri_blocks=1125713601_385260218_15_0_0__562500000&from_sustainable_property_sr=1&from=searchresults
156,Villages HOÀNG ĐỨC Hồ Bơi BIDA & Karaoke Free,"VND 4,032,553","VND 3,689,406",1.7 km from centre,Entire villa,65 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-thuy-tram-ho-boi-phong-karaoke-rieng.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=16&hapos=156&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1140852101_388835701_25_0_0&highlighted_blocks=1140852101_388835701_25_0_0&matching_block_id=1140852101_388835701_25_0_0&sr_pri_blocks=1140852101_388835701_25_0_0__403255300&from_sustainable_property_sr=1&from=searchresults
157,WhiteDay Villages SUNSET HORIZON,"VND 6,848,550","VND 6,848,550",2.2 km from centre,Entire villa,232 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,https://www.booking.com/hotel/vn/whiteday-villages-sunset-horizon-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=17&hapos=157&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1178965401_390388134_25_0_0&highlighted_blocks=1178965401_390388134_25_0_0&matching_block_id=1178965401_390388134_25_0_0&sr_pri_blocks=1178965401_390388134_25_0_0__684855000&from_sustainable_property_sr=1&from=searchresults
158,Villages GREEN DAY 18 Resort LONG CUNG,"VND 6,087,600","VND 6,087,600",5.3 km from centre,Entire villa,121 m²,0,1.0,1.0,1.0,Villa,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,https://www.booking.com/hotel/vn/villages-green-day-18-resort-long-cung.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=18&hapos=158&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165677&all_sr_blocks=1162125201_388887172_28_0_0&highlighted_blocks=1162125201_388887172_28_0_0&matching_block_id=1162125201_388887172_28_0_0&sr_pri_blocks=1162125201_388887172_28_0_0__608760000&from_sustainable_property_sr=1&from=searchresults
