hotel_id,name,price,price_in_table,distance,type_room,room_size,hotel_star,sea_view,mountain_view,city_view,room_name,number_of_guests,private_bathroom,private_pool,rooftop_pool,minibar,barbecue,soundproofing,sauna,spa_bath,garden_view,number_of_bedrooms,url
424,Villa Hồ Bơi BLUE DAY trần phú view biển đẹp,"VND 6,723,772","VND 6,723,772",3.2 km from centre,Entire villa,317 m²,0,1.0,1.0,1.0,Villa,19,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/villa-ho-boi-vali-tran-phu-view-bien-dep.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=8&hapos=424&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1057527501_388835735_19_0_0&highlighted_blocks=1057527501_388835735_19_0_0&matching_block_id=1057527501_388835735_19_0_0&sr_pri_blocks=1057527501_388835735_19_0_0__672377200&from_sustainable_property_sr=1&from=searchresults
425,Cosa villages,"VND 12,000,000","VND 12,000,000",2.7 km from centre,Entire villa,1000 m²,0,0.0,0.0,0.0,Villa with Private Pool,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,https://www.booking.com/hotel/vn/cosa-villages.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=9&hapos=425&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1027864701_387896291_20_0_0&highlighted_blocks=1027864701_387896291_20_0_0&matching_block_id=1027864701_387896291_20_0_0&sr_pri_blocks=1027864701_387896291_20_0_0__1200000000&from=searchresults
426,Villages HOÀNG MY Bãi Sau HOÀNG LÊ KHA Vũng Tàu,"VND 3,728,655","VND 3,728,655",1.7 km from centre,Entire villa,296 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villages-hoang-my-bai-sau-hoang-le-kha-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=10&hapos=426&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1128247301_385461419_25_1_0&highlighted_blocks=1128247301_385461419_25_1_0&matching_block_id=1128247301_385461419_25_1_0&sr_pri_blocks=1128247301_385461419_25_1_0__372865500&from_sustainable_property_sr=1&from=searchresults
427,The Sun House Homestay,"VND 4,875,000","VND 4,875,000",1.1 km from centre,Entire villa,900 m²,0,0.0,0.0,0.0,Villa,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,https://www.booking.com/hotel/vn/the-sun-house-homestay.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=11&hapos=427&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1153961901_388171610_8_0_0&highlighted_blocks=1153961901_388171610_8_0_0&matching_block_id=1153961901_388171610_8_0_0&sr_pri_blocks=1153961901_388171610_8_0_0__487500000&from=searchresults
428,Villa Gần Biển Với Hồ Bơi Nhỏ An Toàn Cho Các Bé,"VND 3,800,000","VND 3,800,000",1.7 km from centre,Entire villa,350 m²,0,0.0,0.0,0.0,Villa,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,https://www.booking.com/hotel/vn/villa-gan-bien-voi-ho-boi-nho-an-toan-cho-cac-be.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=12&hapos=428&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1198594301_394009137_9_0_0&highlighted_blocks=1198594301_394009137_9_0_0&matching_block_id=1198594301_394009137_9_0_0&sr_pri_blocks=1198594301_394009137_9_0_0__380000000&from=searchresults
429,Villa near the Beach with 5bedroom VIP,"VND 9,900,000","VND 9,900,000",5.5 km from centre,Entire villa,500 m²,0,0.0,0.0,1.0,Villa,25,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-near-the-beach-with-5bedroom-vip.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=13&hapos=429&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1053575801_377544838_25_2_0&highlighted_blocks=1053575801_377544838_25_2_0&matching_block_id=1053575801_377544838_25_2_0&sr_pri_blocks=1053575801_377544838_25_2_0__990000000&from_sustainable_property_sr=1&from=searchresults
430,Biệt Thự ĐĂNG KHOA Hồ Bơi BIDA PHÒNG KARAOKE RIÊNG,"VND 3,728,655","VND 3,728,655",1.2 km from centre,Entire villa,299 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/biet-thu-dang-khoa-ho-boi-bida-phong-karaoke-rieng.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=14&hapos=430&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1075397101_380119810_25_0_0&highlighted_blocks=1075397101_380119810_25_0_0&matching_block_id=1075397101_380119810_25_0_0&sr_pri_blocks=1075397101_380119810_25_0_0__372865500&from_sustainable_property_sr=1&from=searchresults
431,11 Trần Phú Villa - Giáp Biển - VIP,"VND 22,400,000","VND 9,600,000",4.4 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,https://www.booking.com/hotel/vn/11-tran-phu-villa-giap-bien-vip.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=15&hapos=431&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1237993901_395680573_25_0_0&highlighted_blocks=1237993901_395680573_25_0_0&matching_block_id=1237993901_395680573_25_0_0&sr_pri_blocks=1237993901_395680573_25_0_0__2240000000&from=searchresults
432,Villas 126-G1 Vung Tau,"VND 6,233,766","VND 6,233,766",1.3 km from centre,Entire villa,300 m²,0,0.0,0.0,0.0,Villa,18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,https://www.booking.com/hotel/vn/villas-126-g1-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=16&hapos=432&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1191307501_391449754_18_0_0&highlighted_blocks=1191307501_391449754_18_0_0&matching_block_id=1191307501_391449754_18_0_0&sr_pri_blocks=1191307501_391449754_18_0_0__623376600&from_sustainable_property_sr=1&from=searchresults
433,Villa D8 Long Cung,"VND 3,850,000","VND 3,850,000",5.3 km from centre,Entire villa,1000 m²,0,1.0,1.0,1.0,Villa,15,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/minh-phuoc-villa-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=17&hapos=433&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=807228001_363321220_15_0_0&highlighted_blocks=807228001_363321220_15_0_0&matching_block_id=807228001_363321220_15_0_0&sr_pri_blocks=807228001_363321220_15_0_0__385000000&from_sustainable_property_sr=1&from=searchresults
434,Villages HOÀNG ĐỨC Full TIỆN ÍCH,"VND 2,949,138","VND 2,949,138",1.5 km from centre,Entire villa,320 m²,0,1.0,1.0,1.0,Villa,21,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/homestay-vali-bai-truoc-gan-bien.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=18&hapos=434&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1059795601_388835729_21_0_0&highlighted_blocks=1059795601_388835729_21_0_0&matching_block_id=1059795601_388835729_21_0_0&sr_pri_blocks=1059795601_388835729_21_0_0__294913800&from_sustainable_property_sr=1&from=searchresults
435,Villages Sân Vườn ĐỨC HOÀNG,"VND 4,142,950","VND 4,142,950",1.4 km from centre,Entire villa,301 m²,0,0.0,0.0,0.0,Villa,25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/homestay-san-vuon-36-le-ngoc-han.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=19&hapos=435&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=989444601_371361303_25_1_0&highlighted_blocks=989444601_371361303_25_1_0&matching_block_id=989444601_371361303_25_1_0&sr_pri_blocks=989444601_371361303_25_1_0__414295000&from_sustainable_property_sr=1&from=searchresults
436,Villa Hồ Bơi ĐỨC HOÀNG Khu Biệt Thự PHƯƠNG NAM,"VND 4,142,950","VND 4,142,950",1.8 km from centre,Entire villa,294 m²,0,1.0,1.0,1.0,Villa,24,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-ho-boi-hm-khu-biet-thu-phuong-nam.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=20&hapos=436&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1080464001_380625244_24_0_0&highlighted_blocks=1080464001_380625244_24_0_0&matching_block_id=1080464001_380625244_24_0_0&sr_pri_blocks=1080464001_380625244_24_0_0__414295000&from_sustainable_property_sr=1&from=searchresults
437,Hoàng My Villa 10 Phòng ngủ - Bãi Sau Vũng Tàu,"VND 7,905,000","VND 7,905,000",1.5 km from centre,Entire villa,1000 m²,0,1.0,1.0,1.0,Villa,20,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,https://www.booking.com/hotel/vn/villa-5pn-11b-thi-sach-p5-vung-tau.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=21&hapos=437&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=880341401_363321212_20_0_0&highlighted_blocks=880341401_363321212_20_0_0&matching_block_id=880341401_363321212_20_0_0&sr_pri_blocks=880341401_363321212_20_0_0__790500000&from_sustainable_property_sr=1&from=searchresults
438,Villa ĐỨC HOÀNG Hồ Bơi BIDA Có Phòng KARAOKE RIÊNG,"VND 4,312,050","VND 4,312,050",1.1 km from centre,Entire villa,205 m²,0,1.0,1.0,1.0,Villa,22,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-ho-boi-bida-co-phong-karaoke-rieng.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=22&hapos=438&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=1075389501_380119370_22_0_0&highlighted_blocks=1075389501_380119370_22_0_0&matching_block_id=1075389501_380119370_22_0_0&sr_pri_blocks=1075389501_380119370_22_0_0__431205000&from_sustainable_property_sr=1&from=searchresults
439,Amy Villa 07 - Private Swimming Pool - 100M To The Sea,"VND 7,000,000","VND 7,000,000",1.3 km from centre,Entire villa,500 m²,0,1.0,0.0,1.0,Villa,15,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,https://www.booking.com/hotel/vn/kim-ngan-07.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=23&hapos=439&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165871&all_sr_blocks=974793901_369855509_15_0_0&highlighted_blocks=974793901_369855509_15_0_0&matching_block_id=974793901_369855509_15_0_0&sr_pri_blocks=974793901_369855509_15_0_0__700000000&from=searchresults
440,Villa ĐỨC HOÀNG Hồ Bơi CỘT CỜ BÃI SAU XANH,"VND 4,142,950","VND 4,142,950",1.2 km from centre,Entire villa,280 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,https://www.booking.com/hotel/vn/villa-ho-boi-cot-co-bai-sau-xanh.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=1&hapos=440&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165889&all_sr_blocks=1086594501_381595937_25_0_0&highlighted_blocks=1086594501_381595937_25_0_0&matching_block_id=1086594501_381595937_25_0_0&sr_pri_blocks=1086594501_381595937_25_0_0__414295000&from_sustainable_property_sr=1&from=searchresults
441,C8 Tô Ngọc Vân,"VND 5,999,400","VND 5,999,400",1.7 km from centre,Entire villa,500 m²,0,0.0,0.0,0.0,Villa,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,https://www.booking.com/hotel/vn/c8-to-ngoc-van.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=2&hapos=441&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165889&all_sr_blocks=1071151301_387896280_30_0_0&highlighted_blocks=1071151301_387896280_30_0_0&matching_block_id=1071151301_387896280_30_0_0&sr_pri_blocks=1071151301_387896280_30_0_0__599940000&from=searchresults
442,Villa GOLD DAY Hồ Bơi BIDA KARAOKE,"VND 9,300,500","VND 9,300,500",5.1 km from centre,Entire villa,397 m²,0,1.0,1.0,1.0,Villa,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,https://www.booking.com/hotel/vn/villa-duc-hoang-ho-boi-bida-karaoke-c2-50.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=3&hapos=442&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165889&all_sr_blocks=1017570601_374231619_35_0_0&highlighted_blocks=1017570601_374231619_35_0_0&matching_block_id=1017570601_374231619_35_0_0&sr_pri_blocks=1017570601_374231619_35_0_0__930050000&from_sustainable_property_sr=1&from=searchresults
443,HOMESTAY VŨNG TÀU - HÀ ĐỖ HOMESTAY,"VND 4,232,250","VND 4,232,250",1.3 km from centre,Entire villa,24 m²,0,0.0,0.0,0.0,Villa,8,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,https://www.booking.com/hotel/vn/homestay-vung-tau-ha-do-homestay.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=4&hapos=443&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165889&all_sr_blocks=985044201_370904787_8_0_0&highlighted_blocks=985044201_370904787_8_0_0&matching_block_id=985044201_370904787_8_0_0&sr_pri_blocks=985044201_370904787_8_0_0__423225000&from_sustainable_property_sr=1&from=searchresults
444,Villa GOLD DAY Hồ bơi Thùy Dương,"VND 8,032,250","VND 8,032,250",5.2 km from centre,Entire villa,370 m²,0,1.0,1.0,1.0,Villa,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,https://www.booking.com/hotel/vn/villa-duc-hoang-ho-boi-thuy-duong-c2-24.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=5&hapos=444&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165889&all_sr_blocks=1016089601_374101912_25_0_0&highlighted_blocks=1016089601_374101912_25_0_0&matching_block_id=1016089601_374101912_25_0_0&sr_pri_blocks=1016089601_374101912_25_0_0__803225000&from_sustainable_property_sr=1&from=searchresults
445,Lê Hồng Phong,"VND 4,675,000","VND 4,675,000",1.3 km from centre,Entire villa,1000 m²,0,0.0,0.0,0.0,Villa with Private Pool,20,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,https://www.booking.com/hotel/vn/le-hong-phong.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=6&hapos=445&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165889&all_sr_blocks=1025625001_387896295_20_0_0&highlighted_blocks=1025625001_387896295_20_0_0&matching_block_id=1025625001_387896295_20_0_0&sr_pri_blocks=1025625001_387896295_20_0_0__467500000&from=searchresults
446,Amy Villa 12 - Simming Pool 100M2,"VND 7,000,000","VND 7,000,000",5.1 km from centre,Entire villa,996 m²,0,0.0,0.0,0.0,Villa,18,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,https://www.booking.com/hotel/vn/amy-villa-12-vung-tau1.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaPQBiAEBmAEJuAEXyAEM2AEB6AEBiAIBqAIDuALfh_mzBsACAdICJGVhYTdkNjZiLTQ5NjEtNDRlMy05YTkwLTRlZDA2NDgxYjQ2Y9gCBeACAQ&sid=20394c3452926236aad651478adb440c&aid=304142&ucfs=1&arphpl=1&checkin=2024-08-14&checkout=2024-08-15&dest_id=-3733750&dest_type=city&group_adults=5&req_adults=5&no_rooms=2&group_children=0&req_children=0&hpos=7&hapos=446&sr_order=popularity&nflt=ht_id%3D213&srpvid=9a3a36b405230c95&srepoch=1720165889&all_sr_blocks=974805001_375694917_18_0_0&highlighted_blocks=974805001_375694917_18_0_0&matching_block_id=974805001_375694917_18_0_0&sr_pri_blocks=974805001_375694917_18_0_0__700000000&from=searchresults
